parent_sample	sample_id	gene
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	KIAA1462
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	KIAA1755
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	KLC1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LAMA2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LAMA4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LAMC1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LIMS1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LOXL2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LOXL3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LPAR1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LPL
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LRRN4CL
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	LZTS1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MAP4K4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MAPK3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MED29
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MEOX1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MEOX2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MGRN1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MIA
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MOK
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MORF4L1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MRPS6
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MSANTD3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	MXRA5
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NAA60
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NCK2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NFATC3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NFIC
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NID1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NPM1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NPR1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NPTX2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NTAN1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	NTRK1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	OAF
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	OGN
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	OLFML2A
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	OLFML2B
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	P3H1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PARP10
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PCDH18
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PDGFRB
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PHC2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PIP5K1C
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PLEC
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PLOD1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PLP1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PLXDC1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PPM1F
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PPP1CC
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PPP1R10
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PRDM8
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PRKACA
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PRKAR1A
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PRRX2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PRSS35
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PTBP1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PTGER4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PTHLH
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PTPN9
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	PXYLP1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RAB3IL1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RAB7B
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RASA1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RBFOX2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RCSD1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RELN
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RGMB
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RGS4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RHOJ
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	ROBO1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RP11-323N12.5
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RP4-583P15.10
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	RSPRY1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SAMD11
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SAMD4B
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SASH1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SCARF2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SCX
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SDC3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SEC14L1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SEMA3A
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SEPN1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SEPT9
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SERPINH1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SF3B3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SH2B3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SKI
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SLAIN2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SLC12A4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SLC20A1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SLC27A3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SLIT2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SLIT3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SMAD3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SMN2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SMTN
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SNED1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SORCS2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SOX8
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SPRED1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SPRED2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SPRY1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SPRY2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SPRY4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	ST3GAL2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	ST6GALNAC6
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	STARD5
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	STIM2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SUN1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	SVIL-AS1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TBX2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TCF12
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TCF4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TERF2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TGFB1I1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	THBS4
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	THY1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TMEM204
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TMEM256-PLSCR3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TMEM59L
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TNMD
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TNNT3
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TRAM2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TRIL
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TRIM8
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TRIOBP
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TSHZ2
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TSPAN11
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	TSPAN5
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	UBFD1
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	VIT
TH_Eval_018	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	ZBTB46
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ABCA5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	AC066694.1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ACACB
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ADAMTSL1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ADCY9
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ADD3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	AGMO
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	AMPH
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	APBB2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	APPL1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ARNTL
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ARSJ
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ASMTL
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ATXN1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	BCAP29
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	BLOC1S5-TXNDC5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	BMP6
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	BNC2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CAMK1G
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CCNG1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CDC14B
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CDC42BPA
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CDH8
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CDKN2C
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CDV3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CHD3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CHRM4
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CIT
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	COG5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	COL25A1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	COL2A1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	COL6A6
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	COPS2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CRABP1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CRMP1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CRY1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CSDC2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CTB-12O2.1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CTD-2012J19.2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CTNNAL1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CUL1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	CYTH3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	DDX41
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	DKK2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	DPP6
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	EBF1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	EBF2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	EBF3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	EEF2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	EGLN1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ERG
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ETS1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ETV1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ETV5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	EVI5L
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	EXOSC2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	FAM214A
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	FBN2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	FGF18
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	FGFBP1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	FMO1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	FOXC1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	FOXN3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	GLI3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	GLT8D2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	GPC3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	GPC6
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	GPR162
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	GTF2E2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	GTPBP1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	HBP1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	HIC1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	HMGA2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	HOXB8
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	HSD11B1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	HSD17B12
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	IL17RD
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ITGB1BP1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	KCTD13
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	KIAA0922
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	LARGE
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	LEMD3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	LHX2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	LINC01234
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	LMO3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	LPCAT1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	LRRC42
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MAP2K6
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MAP3K4
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MAPK7
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MATK
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MCMBP
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MEIS2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MEOX2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MICB
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	MSRB3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NCAN
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NGF
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NHEJ1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NHSL1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NOC3L
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NPTX2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NREP
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	NRN1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	OSBPL11
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	OSBPL6
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	P3H2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PCDH18
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PDE8B
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PITPNC1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PLSCR4
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	POLR1E
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PPP2R5D
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PPP2R5E
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PRKAR2B
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PTCH1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PTPN9
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	PXMP2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RAB3A
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RASGRP3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RHOJ
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RORA
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RP1-152L7.5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RP11-307P5.1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RP11-478C6.4
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RP11-497G19.1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RP11-82L18.2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RP3-428L16.2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RPS2P5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RPUSD4
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	RTTN
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SAMD4A
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SCARA5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SCG2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SCT
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SEC23IP
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SERF1B
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SHC3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SHC4
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SHISA2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SLC13A4
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SLC1A2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SLC8A1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SLC8A1-AS1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SMYD3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SNCAIP
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SNORA24
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SNORA43
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SNUPN
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SOCS5
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SPATS2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SPRED1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	STAC2
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	SUCO
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	TENM3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	TGFB3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	TMPRSS9
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	TNFRSF10D
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	VGF
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	WASF3
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	WNT5B
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	WSCD1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	XPNPEP1
TH_Eval_019	TH_Eval_019_est8M_UMEND_seqtk_seed_4808	ZIC1
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AAAS
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ABCC8
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AC004453.8
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AC007969.5
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ACAP3
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ACIN1
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ACTG1
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ACTL6B
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AGAP1
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AIPL1
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AKAP8L
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AMPD2
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ANKRD13B
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ANKZF1
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	ANO2
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	AP3B2
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	APCDD1L
TH_Eval_016	TH_Eval_016_est18M_UMEND_seqtk_seed_4253	APCDD1L-AS1
